科 0 1 B 科 O
哈 89 91 E 哈 O
哈 92 94 B 哈 O
哈 92 94 M 哈 O
哈 92 94 E 哈 O
哈 95 97 B 哈 O
哈 95 97 M 哈 O
哈 95 97 E 哈 O
柯 98 99 B 柯 B-PER.NAM
震 98 99 E 震 M-PER.NAM
倲 100 100 S 倲 E-PER.NAM
哈 101 104 B 哈 O
哈 101 104 M 哈 O
哈 101 104 M 哈 O
哈 101 104 E 哈 O
哈 105 107 B 哈 O
哈 105 107 M 哈 O
哈 105 107 E 哈 O
 
【 0 0 S 【 O
荷 1 2 B 荷 O
叶 1 2 E 叶 O
山 3 4 B 山 O
楂 3 4 E 楂 O
减 5 7 B 减 O
肥 5 7 M 肥 O
茶 5 7 E 茶 O
】 8 8 S 】 O
1 9 9 S 1 O
将 10 10 S 将 O
干 11 11 S 干 O
荷 12 13 B 荷 O
叶 12 13 E 叶 O
， 14 14 S ， O
干 15 15 S 干 O
山 16 17 B 山 O
楂 16 17 E 楂 O
， 18 18 S ， O
薏 19 20 B 薏 O
米 19 20 E 米 O
和 21 21 S 和 O
陈 22 23 B 陈 O
皮 22 23 E 皮 O
清 24 25 B 清 O
洗 24 25 E 洗 O
一 26 27 B 一 O
下 26 27 E 下 O
， 28 28 S ， O
捞 29 30 B 捞 O
出 29 30 E 出 O
放 31 32 B 放 O
入 31 32 E 入 O
锅 33 34 B 锅 O
中 33 34 E 中 O
. 35 35 S . O
2 36 36 S 2 O
锅 37 38 B 锅 O
中 37 38 E 中 O
倒 39 40 B 倒 O
入 39 40 E 入 O
7 41 45 B 7 O
0 41 45 M 0 O
0 41 45 M 0 O
m 41 45 M m O
l 41 45 E l O
清 46 47 B 清 O
水 46 47 E 水 O
， 48 48 S ， O
大 49 50 B 大 O
火 49 50 E 火 O
煮 51 52 B 煮 O
开 51 52 E 开 O
后 53 53 S 后 O
， 54 54 S ， O
转 55 57 B 转 O
中 55 57 M 中 O
火 55 57 E 火 O
继 58 59 B 继 O
续 58 59 E 续 O
煮 60 60 S 煮 O
5 61 61 S 5 O
分 62 63 B 分 O
钟 62 63 E 钟 O
. 64 64 S . O
3 65 65 S 3 O
壶 66 66 S 壶 O
中 67 67 S 中 O
放 68 69 B 放 O
入 68 69 E 入 O
冰 70 71 B 冰 O
糖 70 71 E 糖 O
， 72 72 S ， O
搁 73 73 S 搁 O
一 74 75 B 一 O
个 74 75 E 个 O
漏 76 77 B 漏 O
网 76 77 E 网 O
， 78 78 S ， O
将 79 79 S 将 O
煮 80 80 S 煮 O
好 81 81 S 好 O
的 82 82 S 的 O
茶 83 84 B 茶 O
水 83 84 E 水 O
倒 85 86 B 倒 O
入 85 86 E 入 O
壶 87 87 S 壶 O
中 88 88 S 中 O
， 89 89 S ， O
搅 90 91 B 搅 O
拌 90 91 E 拌 O
至 92 92 S 至 O
冰 93 94 B 冰 O
糖 93 94 E 糖 O
融 95 96 B 融 O
化 95 96 E 化 O
即 97 98 B 即 O
可 97 98 E 可 O
 
领 0 1 B 领 O
集 0 1 E 集 O
分 2 3 B 分 O
宝 2 3 E 宝 O
了 4 4 S 了 O
！ 5 5 S ！ O
登 6 7 B 登 O
陆 6 7 E 陆 O
就 8 8 S 就 O
送 9 9 S 送 O
集 10 12 B 集 O
分 10 12 M 分 O
宝 10 12 E 宝 O
， 13 13 S ， O
分 14 15 B 分 O
享 14 15 E 享 O
活 16 17 B 活 O
动 16 17 E 动 O
再 18 18 S 再 O
送 19 19 S 送 O
， 20 20 S ， O
加 21 22 B 加 O
入 21 22 E 入 O
发 23 25 B 发 O
彩 23 25 M 彩 O
网 23 25 E 网 O
推 26 27 B 推 O
广 26 27 E 广 O
中 28 29 B 中 O
心 28 29 E 心 O
， 30 30 S ， O
还 31 32 B 还 O
有 31 32 E 有 O
8 33 33 S 8 O
万 34 35 B 万 O
集 34 35 E 集 O
分 36 37 B 分 O
宝 36 37 E 宝 O
大 38 39 B 大 O
奖 38 39 E 奖 O
等 40 40 S 等 O
你 41 41 S 你 O
刮 42 42 S 刮 O
。 43 43 S 。 O
更 44 44 S 更 O
多 45 45 S 多 O
赚 46 47 B 赚 O
取 46 47 E 取 O
集 48 50 B 集 O
分 48 50 M 分 O
宝 48 50 E 宝 O
机 51 52 B 机 O
会 51 52 E 会 O
尽 53 53 S 尽 O
在 54 54 S 在 O
发 55 57 B 发 O
彩 55 57 M 彩 O
网 55 57 E 网 O
推 58 59 B 推 O
广 58 59 E 广 O
中 60 61 B 中 O
心 60 61 E 心 O
h 62 65 B h O
t 62 65 M t O
t 62 65 M t O
p 62 65 E p O
: 66 66 S : O
/ 67 67 S / O
/ 68 68 S / O
t 69 69 S t O
. 70 70 S . O
c 71 72 B c O
n 71 72 E n O
/ 73 73 S / O
z 74 80 B z O
W 74 80 M W O
g 74 80 M g O
O 74 80 M O O
Y 74 80 M Y O
C 74 80 M C O
8 74 80 E 8 O
 
每 0 3 B 每 O
天 0 3 M 天 O
晚 0 3 M 晚 O
上 0 3 E 上 O
四 4 8 B 四 O
十 4 8 M 十 O
五 4 8 M 五 O
分 4 8 M 分 O
钟 4 8 E 钟 O
无 9 10 B 无 O
氧 9 10 E 氧 O
运 11 12 B 运 O
动 11 12 E 动 O
前 13 13 S 前 O
总 14 15 B 总 O
会 14 15 E 会 O
磨 16 17 B 磨 O
叽 16 17 E 叽 O
一 18 20 B 一 O
会 18 20 M 会 O
儿 18 20 E 儿 O
， 21 21 S ， O
那 22 22 S 那 O
懒 23 24 B 懒 O
惰 23 24 E 惰 O
的 25 25 S 的 O
神 26 27 B 神 O
经 26 27 E 经 O
做 28 28 S 做 O
宠 29 29 S 宠 O
， 30 30 S ， O
但 31 31 S 但 O
信 32 33 B 信 O
念 32 33 E 念 O
总 34 35 B 总 O
会 34 35 E 会 O
督 36 37 B 督 O
促 36 37 E 促 O
我 38 39 B 我 O
要 38 39 E 要 O
继 40 41 B 继 O
续 40 41 E 续 O
！ 42 42 S ！ O
尽 43 43 S 尽 O
自 44 45 B 自 O
己 44 45 E 己 O
能 46 47 B 能 O
力 46 47 E 力 O
做 48 48 S 做 O
每 49 50 B 每 O
个 49 50 E 个 O
动 51 52 B 动 O
作 51 52 E 作 O
， 53 53 S ， O
汗 54 55 B 汗 O
水 54 55 E 水 O
给 56 56 S 给 O
了 57 57 S 了 O
我 58 58 S 我 O
答 59 60 B 答 O
案 59 60 E 案 O
， 61 61 S ， O
每 62 63 B 每 O
次 62 63 E 次 O
完 64 65 B 完 O
成 64 65 E 成 O
后 66 66 S 后 O
总 67 67 S 总 O
有 68 69 B 有 O
种 68 69 E 种 O
成 70 72 B 成 O
就 70 72 M 就 O
感 70 72 E 感 O
， 73 73 S ， O
今 74 75 B 今 O
天 74 75 E 天 O
， 76 76 S ， O
我 77 77 S 我 O
又 78 78 S 又 O
战 79 80 B 战 O
胜 79 80 E 胜 O
了 81 81 S 了 O
那 82 83 B 那 O
个 82 83 E 个 O
懒 84 85 B 懒 O
惰 84 85 E 惰 O
的 86 86 S 的 O
自 87 88 B 自 O
己 87 88 E 己 O
。 89 89 S 。 O
运 90 91 B 运 O
动 90 91 E 动 O
其 92 93 B 其 O
实 92 93 E 实 O
也 94 94 S 也 O
是 95 95 S 是 O
內 96 97 B 內 O
醒 96 97 E 醒 O
的 98 98 S 的 O
过 99 100 B 过 O
程 99 100 E 程 O
。 101 101 S 。 O
美 102 103 B 美 O
丽 102 103 E 丽 O
和 104 104 S 和 O
健 105 106 B 健 O
康 105 106 E 康 O
从 107 108 B 从 O
来 107 108 E 来 O
都 109 109 S 都 O
不 110 111 B 不 O
是 110 111 E 是 O
不 112 115 B 不 O
劳 112 115 M 劳 O
而 112 115 M 而 O
获 112 115 E 获 O
。 116 116 S 。 O
D 117 123 B D O
o 117 123 M o O
i 117 123 M i O
t 117 123 M t O
y 117 123 M y O
e 117 123 M e O
s 117 123 E s O
! 124 124 S ! O
 
一 0 1 B 一 O
路 0 1 E 路 O
走 2 2 S 走 O
好 3 3 S 好 O
泪 4 6 B 泪 O
泪 4 6 M 泪 O
泪 4 6 E 泪 O
蜡 7 8 B 蜡 O
烛 7 8 E 烛 O
蜡 9 10 B 蜡 O
烛 9 10 E 烛 O
蜡 11 12 B 蜡 O
烛 11 12 E 烛 O
萌 13 17 B 萌 O
萌 13 17 M 萌 O
奕 13 17 M 奕 O
伶 13 17 M 伶 O
泪 13 17 E 泪 O
泪 18 18 S 泪 O
蜡 19 20 B 蜡 O
烛 19 20 E 烛 O
蜡 21 22 B 蜡 O
烛 21 22 E 烛 O
想 23 24 B 想 O
过 23 24 E 过 O
的 25 25 S 的 O
开 26 27 B 开 O
心 26 27 E 心 O
点 28 28 S 点 O
蜡 29 30 B 蜡 O
烛 29 30 E 烛 O
暴 31 32 B 暴 O
走 31 32 E 走 O
的 33 33 S 的 O
酱 34 34 S 酱 O
泪 35 38 B 泪 O
流 35 38 M 流 O
满 35 38 M 满 O
面 35 38 E 面 O
天 39 40 B 天 O
堂 39 40 E 堂 O
里 41 41 S 里 O
没 42 43 B 没 O
有 42 43 E 有 O
坏 44 45 B 坏 O
人 44 45 E 人 O
泪 46 49 B 泪 O
流 46 49 M 流 O
满 46 49 M 满 O
面 46 49 E 面 O
一 50 51 B 一 O
路 50 51 E 路 O
走 52 52 S 走 O
好 53 53 S 好 O
 
看 0 1 B 看 O
见 0 1 E 见 O
前 2 4 B 前 B-PER.NOM
女 2 4 M 女 M-PER.NOM
友 2 4 E 友 E-PER.NOM
和 5 5 S 和 O
她 6 6 S 她 O
的 7 7 S 的 O
新 8 9 B 新 B-PER.NOM
欢 8 9 E 欢 E-PER.NOM
走 10 10 S 走 O
在 11 11 S 在 O
一 12 13 B 一 O
起 12 13 E 起 O
的 14 14 S 的 O
时 15 16 B 时 O
候 15 16 E 候 O
， 17 17 S ， O
已 18 19 B 已 O
经 18 19 E 经 O
无 20 21 B 无 O
处 20 21 E 处 O
可 22 22 S 可 O
躲 23 23 S 躲 O
了 24 24 S 了 O
， 25 25 S ， O
只 26 27 B 只 O
好 26 27 E 好 O
硬 28 31 B 硬 O
着 28 31 M 着 O
头 28 31 M 头 O
皮 28 31 E 皮 O
上 32 33 B 上 O
去 32 33 E 去 O
打 34 36 B 打 O
招 34 36 M 招 O
呼 34 36 E 呼 O
哎 37 38 B 哎 O
呀 37 38 E 呀 O
， 39 39 S ， O
好 40 43 B 好 O
久 40 43 M 久 O
不 40 43 M 不 O
见 40 43 E 见 O
， 44 44 S ， O
你 45 45 S 你 O
儿 46 47 B 儿 B-PER.NOM
子 46 47 E 子 E-PER.NOM
都 48 48 S 都 O
这 49 50 B 这 O
么 49 50 E 么 O
高 51 51 S 高 O
了 52 52 S 了 O
。 53 53 S 。 O
இ 54 54 S இ O
ɷ 55 55 S ɷ O
இ 56 56 S இ O
 
累 0 1 B 累 O
死 0 1 E 死 O
了 2 2 S 了 O
。 3 3 S 。 O
。 4 4 S 。 O
。 5 5 S 。 O
睡 6 7 B 睡 O
觉 6 7 E 觉 O
我 8 8 S 我 O
在 9 9 S 在 O
青 10 11 B 青 B-GPE.NAM
岛 10 11 E 岛 E-GPE.NAM
鑫 12 13 B 鑫 B-GPE.NAM
江 12 13 E 江 E-GPE.NAM
希 14 16 B 希 B-LOC.NAM
尔 14 16 M 尔 M-LOC.NAM
顿 14 16 E 顿 E-LOC.NAM
逸 17 18 B 逸 B-ORG.NAM
林 17 18 E 林 M-ORG.NAM
酒 19 20 B 酒 M-ORG.NAM
店 19 20 E 店 E-ORG.NAM
 
# 0 0 S # O
2 1 4 B 2 O
0 1 4 M 0 O
1 1 4 M 1 O
3 1 4 E 3 O
厦 5 6 B 厦 B-GPE.NAM
门 5 6 E 门 E-GPE.NAM
购 7 8 B 购 O
物 7 8 E 物 O
节 9 9 S 节 O
# 10 10 S # O
祝 11 13 B 祝 O
小 11 13 M 小 B-PER.NOM
编 11 13 E 编 E-PER.NOM
天 14 17 B 天 O
天 14 17 M 天 O
开 14 17 M 开 O
心 14 17 E 心 O
， 18 18 S ， O
也 19 19 S 也 O
祝 20 22 B 祝 O
贵 20 22 M 贵 O
博 20 22 E 博 O
粉 23 24 B 粉 M-PER.NOM
丝 23 24 E 丝 E-PER.NOM
多 25 26 B 多 O
到 25 26 E 到 O
爆 27 27 S 爆 O
， 28 28 S ， O
越 29 31 B 越 O
来 29 31 M 来 O
越 29 31 E 越 O
红 32 33 B 红 O
火 32 33 E 火 O
， 34 34 S ， O
感 35 36 B 感 O
谢 35 36 E 谢 O
小 37 38 B 小 B-PER.NOM
编 37 38 E 编 E-PER.NOM
不 39 40 B 不 O
断 39 40 E 断 O
将 41 41 S 将 O
惊 42 43 B 惊 O
喜 42 43 E 喜 O
带 44 45 B 带 O
给 44 45 E 给 O
大 46 47 B 大 O
家 46 47 E 家 O
， 48 48 S ， O
虔 49 50 B 虔 O
诚 49 50 E 诚 O
许 51 52 B 许 O
愿 51 52 E 愿 O
， 53 53 S ， O
期 54 55 B 期 O
待 54 55 E 待 O
一 56 57 B 一 O
份 56 57 E 份 O
美 58 59 B 美 O
好 58 59 E 好 O
， 60 60 S ， O
希 61 62 B 希 O
望 61 62 E 望 O
微 63 64 B 微 O
博 63 64 E 博 O
人 65 66 B 人 O
气 65 66 E 气 O
越 67 69 B 越 O
来 67 69 M 来 O
越 67 69 E 越 O
高 70 70 S 高 O
！ 71 71 S ！ O
地 72 73 B 地 O
址 72 73 E 址 O
： 74 74 S ： O
h 75 78 B h O
t 75 78 M t O
t 75 78 M t O
p 75 78 E p O
: 79 79 S : O
/ 80 80 S / O
/ 81 81 S / O
t 82 82 S t O
. 83 83 S . O
c 84 85 B c O
n 84 85 E n O
/ 86 86 S / O
z 87 93 B z O
Q 87 93 M Q O
9 87 93 M 9 O
W 87 93 M W O
c 87 93 M c O
7 87 93 M 7 O
3 87 93 E 3 O
 
# 0 0 S # O
落 1 2 B 落 O
跑 1 2 E 跑 O
甜 3 4 B 甜 O
心 3 4 E 心 O
单 5 6 B 单 O
寒 5 6 E 寒 O
飞 7 7 S 飞 O
# 8 9 B # O
# 8 9 E # O
陈 10 11 B 陈 B-PER.NAM
翔 10 11 E 翔 E-PER.NAM
# 12 13 B # O
# 12 13 E # O
问 14 14 S 问 O
妈 15 16 B 妈 B-PER.NOM
妈 15 16 E 妈 E-PER.NOM
好 17 17 S 好 O
吗 18 18 S 吗 O
# 19 19 S # O
一 20 21 B 一 O
直 20 21 E 直 O
觉 22 23 B 觉 O
得 22 23 E 得 O
， 24 24 S ， O
陈 25 26 B 陈 B-PER.NAM
翔 25 26 E 翔 E-PER.NAM
活 27 28 B 活 O
得 27 28 E 得 O
像 29 29 S 像 O
一 30 31 B 一 O
幅 30 31 E 幅 O
写 32 33 B 写 O
意 32 33 E 意 O
山 34 36 B 山 O
水 34 36 M 水 O
画 34 36 E 画 O
， 37 37 S ， O
从 38 38 S 从 O
第 39 41 B 第 O
一 39 41 M 一 O
次 39 41 E 次 O
在 42 42 S 在 O
舞 43 44 B 舞 O
台 43 44 E 台 O
上 45 45 S 上 O
看 46 47 B 看 O
到 46 47 E 到 O
花 48 49 B 花 O
瓣 48 49 E 瓣 O
洒 50 51 B 洒 O
落 50 51 E 落 O
， 52 52 S ， O
他 53 53 S 他 O
静 54 55 B 静 O
默 54 55 E 默 O
独 56 57 B 独 O
立 56 57 E 立 O
的 58 58 S 的 O
站 59 59 S 站 O
在 60 60 S 在 O
舞 61 62 B 舞 O
台 61 62 E 台 O
上 63 63 S 上 O
开 64 65 B 开 O
始 64 65 E 始 O
。 66 66 S 。 O
颇 67 68 B 颇 O
为 67 68 E 为 O
夸 69 70 B 夸 O
张 69 70 E 张 O
的 71 71 S 的 O
撞 72 73 B 撞 O
色 72 73 E 色 O
在 74 74 S 在 O
他 75 75 S 他 O
身 76 77 B 身 O
上 76 77 E 上 O
定 78 79 B 定 O
格 78 79 E 格 O
的 80 80 S 的 O
时 81 82 B 时 O
候 81 82 E 候 O
， 83 83 S ， O
小 84 85 B 小 O
衫 84 85 E 衫 O
上 86 87 B 上 O
身 86 87 E 身 O
， 88 88 S ， O
往 89 90 B 往 O
泼 89 90 E 泼 O
# 91 91 S # O
自 92 94 B 自 O
定 92 94 M 定 O
义 92 94 E 义 O
话 95 96 B 话 O
题 95 96 E 题 O
# 97 97 S # O
墨 98 100 B 墨 O
布 98 100 M 布 O
前 98 100 E 前 O
一 101 101 S 一 O
坐 102 102 S 坐 O
有 103 104 B 有 O
戏 103 104 E 戏 O
了 105 105 S 了 O
， 106 106 S ， O
写 107 108 B 写 O
意 107 108 E 意 O
人 109 110 B 人 O
生 109 110 E 生 O
。 111 111 S 。 O
 
媒 0 1 B 媒 O
体 0 1 E 体 O
揭 2 3 B 揭 O
秘 2 3 E 秘 O
3 4 6 B 3 B-ORG.NAM
6 4 6 M 6 M-ORG.NAM
0 4 6 E 0 M-ORG.NAM
产 7 8 B 产 M-ORG.NAM
品 7 8 E 品 E-ORG.NAM
黑 9 11 B 黑 O
匣 9 11 M 匣 O
子 9 11 E 子 O
： 12 12 S ： O
工 13 14 B 工 O
蜂 13 14 E 蜂 O
般 15 15 S 般 O
盗 16 17 B 盗 O
取 16 17 E 取 O
个 18 21 B 个 O
人 18 21 M 人 O
隐 18 21 M 隐 O
私 18 21 E 私 O
信 22 23 B 信 O
息 22 23 E 息 O
！ 24 24 S ！ O
朋 25 26 B 朋 O
友 25 26 E 友 O
们 27 27 S 们 O
注 28 29 B 注 O
意 28 29 E 意 O
删 30 31 B 删 O
除 30 31 E 除 O
手 32 33 B 手 O
机 32 33 E 机 O
卫 34 35 B 卫 O
士 34 35 E 士 O
和 36 36 S 和 O
电 37 38 B 电 O
脑 37 38 E 脑 O
杀 39 40 B 杀 O
毒 39 40 E 毒 O
与 41 41 S 与 O
浏 42 44 B 浏 O
览 42 44 M 览 O
器 42 44 E 器 O
吧 45 45 S 吧 O
！ 46 46 S ！ O
h 47 50 B h O
t 47 50 M t O
t 47 50 M t O
p 47 50 E p O
: 51 51 S : O
/ 52 52 S / O
/ 53 53 S / O
t 54 54 S t O
. 55 55 S . O
c 56 57 B c O
n 56 57 E n O
/ 58 58 S / O
z 59 65 B z O
Y 59 65 M Y O
W 59 65 M W O
6 59 65 M 6 O
K 59 65 M K O
H 59 65 M H O
J 59 65 E J O
 
草 0 0 S 草 O
你 1 1 S 你 O
吗 2 2 S 吗 O
， 3 3 S ， O
跟 4 4 S 跟 O
里 5 6 B 里 O
面 5 6 E 面 O
的 7 7 S 的 O
坑 8 8 S 坑 O
一 9 10 B 一 O
样 9 10 E 样 O
万 11 12 B 万 O
恶 11 12 E 恶 O
， 13 13 S ， O
可 14 15 B 可 O
恶 14 15 E 恶 O
的 16 16 S 的 O
小 17 19 B 小 O
笼 17 19 M 笼 O
包 17 19 E 包 O
。 20 20 S 。 O
哪 21 22 B 哪 O
里 21 22 E 里 O
的 23 23 S 的 O
死 24 24 S 死 O
畜 25 26 B 畜 O
牲 25 26 E 牲 O
大 27 28 B 大 O
便 27 28 E 便 O
君 29 30 B 君 O
人 29 30 E 人 O
越 31 33 B 越 O
来 31 33 M 来 O
越 31 33 E 越 O
冷 34 35 B 冷 O
漠 34 35 E 漠 O
大 36 37 B 大 O
家 36 37 E 家 O
都 38 38 S 都 O
有 39 39 S 有 O
老 40 40 S 老 O
的 41 41 S 的 O
一 42 43 B 一 O
天 42 43 E 天 O
是 44 44 S 是 O
有 45 45 S 有 O
因 46 47 B 因 O
果 46 47 E 果 O
轮 48 49 B 轮 O
回 48 49 E 回 O
的 50 50 S 的 O
宋 51 53 B 宋 B-PER.NAM
灵 51 53 M 灵 M-PER.NAM
姣 51 53 E 姣 E-PER.NAM
夹 54 54 S 夹 O
夹 55 55 S 夹 O
夹 56 57 B 夹 O
生 56 57 E 生 O
是 58 58 S 是 O
天 59 60 B 天 O
生 59 60 E 生 O
畜 61 62 B 畜 O
生 61 62 E 生 O
怒 63 63 S 怒 O
天 64 65 B 天 O
气 64 65 E 气 O
热 66 66 S 热 O
了 67 67 S 了 O
怎 68 70 B 怎 O
么 68 70 M 么 O
办 68 70 E 办 O
。 71 71 S 。 O
。 72 72 S 。 O
。 73 73 S 。 O
。 74 74 S 。 O
能 75 75 S 能 O
说 76 76 S 说 O
什 77 78 B 什 O
么 77 78 E 么 O
呢 79 79 S 呢 O
。 80 80 S 。 O
。 81 81 S 。 O
。 82 82 S 。 O
。 83 83 S 。 O
小 84 84 S 小 B-PER.NAM
小 85 87 B 小 M-PER.NAM
丸 85 87 M 丸 M-PER.NAM
子 85 87 E 子 E-PER.NAM
童 88 89 B 童 B-PER.NOM
鞋 88 89 E 鞋 E-PER.NOM
转 90 91 B 转 O
发 90 91 E 发 O
微 92 93 B 微 O
博 92 93 E 博 O
 
回 0 1 B 回 O
复 0 1 E 复 O
@ 2 2 S @ O
大 3 4 B 大 O
头 3 4 E 头 O
周 5 5 S 周 O
大 6 7 B 大 O
头 6 7 E 头 O
周 8 8 S 周 O
: 9 9 S : O
我 10 10 S 我 O
送 11 11 S 送 O
去 12 12 S 去 O
卫 13 15 B 卫 O
生 13 15 M 生 O
院 13 15 E 院 O
的 16 16 S 的 O
那 17 18 B 那 O
个 17 18 E 个 O
大 19 20 B 大 B-PER.NOM
伯 19 20 E 伯 E-PER.NOM
有 21 23 B 有 O
没 21 23 M 没 O
有 21 23 E 有 O
度 24 25 B 度 O
过 24 25 E 过 O
危 26 28 B 危 O
险 26 28 M 险 O
期 26 28 E 期 O
才 29 29 S 才 O
是 30 30 S 是 O
最 31 31 S 最 O
重 32 33 B 重 O
要 32 33 E 要 O
的 34 34 S 的 O
/ 35 35 S / O
/ 36 36 S / O
@ 37 37 S @ O
大 38 39 B 大 O
头 38 39 E 头 O
周 40 40 S 周 O
大 41 42 B 大 O
头 41 42 E 头 O
周 43 43 S 周 O
: 44 44 S : O
我 45 45 S 我 O
看 46 46 S 看 O
微 47 49 B 微 O
博 47 49 M 博 O
猪 47 49 E 猪 O
死 50 50 S 死 O
了 51 51 S 了 O
苗 52 53 B 苗 O
淹 52 53 E 淹 O
了 54 54 S 了 O
。 55 55 S 。 O
你 56 56 S 你 O
肯 57 58 B 肯 O
定 57 58 E 定 O
一 59 60 B 一 O
晚 59 60 E 晚 O
没 61 61 S 没 O
睡 62 62 S 睡 O
吧 63 63 S 吧 O
/ 64 64 S / O
/ 65 65 S / O
@ 66 66 S @ O
大 67 68 B 大 O
头 67 68 E 头 O
周 69 69 S 周 O
大 70 71 B 大 O
头 70 71 E 头 O
周 72 72 S 周 O
: 73 73 S : O
情 74 75 B 情 O
况 74 75 E 况 O
怎 76 78 B 怎 O
么 76 78 M 么 O
样 76 78 E 样 O
了 79 79 S 了 O
/ 80 80 S / O
/ 81 81 S / O
@ 82 82 S @ O
龙 83 84 B 龙 O
海 83 84 E 海 O
新 85 86 B 新 O
闻 85 86 E 闻 O
: 87 87 S : O
赞 88 89 B 赞 O
亮 88 89 E 亮 O
哥 90 90 S 哥 O
~ 91 91 S ~ O
~ 92 92 S ~ O
[ 93 93 S [ O
g 94 97 B g O
o 94 97 M o O
o 94 97 M o O
d 94 97 E d O
] 98 98 S ] O
/ 99 99 S / O
/ 100 100 S / O
@ 101 101 S @ O
石 102 103 B 石 B-ORG.NAM
码 102 103 E 码 M-ORG.NAM
老 104 105 B 老 M-ORG.NAM
板 104 105 E 板 M-ORG.NAM
电 106 107 B 电 M-ORG.NAM
器 106 107 E 器 M-ORG.NAM
专 108 110 B 专 M-ORG.NAM
卖 108 110 M 卖 M-ORG.NAM
店 108 110 E 店 E-ORG.NAM
: 111 111 S : O
遇 112 113 B 遇 O
上 112 113 E 上 O
这 114 115 B 这 O
样 114 115 E 样 O
的 116 116 S 的 O
天 117 118 B 天 O
灾 117 118 E 灾 O
感 119 120 B 感 O
觉 119 120 E 觉 O
人 121 121 S 人 O
的 122 122 S 的 O
生 123 124 B 生 O
命 123 124 E 命 O
是 125 125 S 是 O
那 126 127 B 那 O
么 126 127 E 么 O
的 128 128 S 的 O
渺 129 130 B 渺 O
小 129 130 E 小 O
还 131 132 B 还 O
好 131 132 E 好 O
今 133 134 B 今 O
晚 133 134 E 晚 O
救 135 135 S 救 O
了 136 136 S 了 O
6 137 137 S 6 O
部 138 139 B 部 O
车 138 139 E 车 O
 
生 0 1 B 生 O
日 0 1 E 日 O
粗 2 3 B 粗 O
卡 2 3 E 卡 O
啊 4 4 S 啊 O
蛋 5 6 B 蛋 O
糕 5 6 E 糕 O
蛋 7 8 B 蛋 O
糕 7 8 E 糕 O
蛋 9 10 B 蛋 O
糕 9 10 E 糕 O
坐 11 12 B 坐 O
等 11 12 E 等 O
更 13 13 S 更 O
推 14 14 S 推 O
更 15 16 B 更 O
博 15 16 E 博 O
偷 17 18 B 偷 O
笑 17 18 E 笑 O
一 19 20 B 一 O
颗 19 20 E 颗 O
只 21 22 B 只 O
为 21 22 E 为 O
等 23 23 S 等 O
尼 24 26 B 尼 B-PER.NAM
萌 24 26 M 萌 M-PER.NAM
萌 24 26 E 萌 E-PER.NAM
的 27 27 S 的 O
心 28 28 S 心 O
生 29 32 B 生 O
日 29 32 M 日 O
快 29 32 M 快 O
乐 29 32 E 乐 O
大 33 34 B 大 O
家 33 34 E 家 O
晚 35 36 B 晚 O
安 35 36 E 安 O
， 37 37 S ， O
晚 38 39 B 晚 O
安 38 39 E 安 O
， 40 40 S ， O
小 41 42 B 小 B-PER.NOM
妹 41 42 E 妹 E-PER.NOM
晚 43 44 B 晚 O
安 43 44 E 安 O
小 45 46 B 小 B-PER.NOM
妹 45 46 E 妹 E-PER.NOM
生 47 50 B 生 O
日 47 50 M 日 O
快 47 50 M 快 O
乐 47 50 E 乐 O
 
/ 0 0 S / O
/ 1 1 S / O
@ 2 2 S @ O
汪 3 5 B 汪 B-PER.NAM
东 3 5 M 东 M-PER.NAM
城 3 5 E 城 E-PER.NAM
: 6 6 S : O
看 7 8 B 看 O
見 7 8 E 見 O
了 9 9 S 了 O
！ 10 10 S ！ O
這 11 12 B 這 O
樣 11 12 E 樣 O
時 13 14 B 時 O
尚 13 14 E 尚 O
又 15 15 S 又 O
帥 16 17 B 帥 O
氣 16 17 E 氣 O
， 18 18 S ， O
你 19 19 S 你 O
們 20 20 S 們 O
説 21 21 S 説 O
東 22 22 S 東 B-PER.NAM
哥 23 23 S 哥 E-PER.NAM
h 24 27 B h O
o 24 27 M o O
l 24 27 M l O
d 24 27 E d O
著 28 28 S 著 O
如 29 30 B 如 O
何 29 30 E 何 O
呢 31 31 S 呢 O
！ 32 32 S ！ O
！ 33 33 S ！ O
！ 34 34 S ！ O
 
我 0 0 S 我 O
总 1 2 B 总 O
是 1 2 E 是 O
在 3 3 S 在 O
想 4 4 S 想 O
， 5 5 S ， O
我 6 6 S 我 O
的 7 7 S 的 O
记 8 9 B 记 O
忆 8 9 E 忆 O
是 10 12 B 是 O
不 10 12 M 不 O
是 10 12 E 是 O
活 13 14 B 活 O
在 13 14 E 在 O
长 15 16 B 长 B-LOC.NAM
街 15 16 E 街 E-LOC.NAM
的 17 17 S 的 O
那 18 19 B 那 O
头 18 19 E 头 O
， 20 20 S ， O
而 21 21 S 而 O
我 22 22 S 我 O
的 23 23 S 的 O
年 24 25 B 年 O
轮 24 25 E 轮 O
死 26 26 S 死 O
在 27 27 S 在 O
长 28 29 B 长 B-LOC.NAM
街 28 29 E 街 E-LOC.NAM
的 30 30 S 的 O
这 31 32 B 这 O
头 31 32 E 头 O
 
我 0 1 B 我 O
刚 0 1 E 刚 O
在 2 2 S 在 O
@ 3 3 S @ O
微 4 5 B 微 O
盘 4 5 E 盘 O
发 6 7 B 发 O
现 6 7 E 现 O
了 8 8 S 了 O
